Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,8,Ubisoft,1.4,0.02,0.02,0.1,1.54,90,78,8,215,Ubisoft Paris,T
Die Hard Trilogy,PS,1996,8,Fox Interactive,0.85,0.58,0,0.1,1.54,,,,,,
Uncharted: Golden Abyss,PSV,2011,8,Sony Computer Entertainment,0.53,0.66,0.13,0.22,1.53,80,80,7.4,770,"Naughty Dog, Sony Bend",T
Call of Duty: Black Ops II,PC,2012,8,Activision,0.64,0.69,0,0.19,1.53,74,11,4.2,1635,Treyarch,M
Xevious,NES,1984,8,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,,,,,,
Dead Space 2,X360,2011,8,Electronic Arts,0.94,0.44,0,0.13,1.51,90,83,8.6,679,Visceral Games,M
Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,8,Activision,0.94,0.43,0,0.14,1.51,,,,,,
Call of Duty 3,PS3,2006,8,Activision,0.6,0.62,0.03,0.26,1.5,80,43,6.9,92,Treyarch,T
Red Faction II,PS2,2002,8,THQ,0.49,0.78,0,0.23,1.5,84,30,8.3,35,Volition Inc.,M
Medal of Honor: Frontline,XB,2002,8,Electronic Arts,1,0.43,0,0.06,1.49,81,18,6.9,23,EA LA,T
Doom (2016),PS4,2016,8,Bethesda Softworks,0.54,0.69,0.02,0.24,1.49,,,,,,
Dirge of Cerberus: Final Fantasy VII,PS2,2006,8,Square Enix,0.47,0.37,0.52,0.12,1.48,57,51,6.9,103,Square Enix,T
Resistance 3,PS3,2011,8,Sony Computer Entertainment,0.64,0.57,0.05,0.22,1.48,83,91,7.8,543,Insomniac Games,M
Tom Clancy's Ghost Recon: Future Soldier,X360,2012,8,Ubisoft,0.93,0.4,0.02,0.12,1.47,79,75,7.2,334,Ubisoft Paris,M
Battlefield: Bad Company,X360,2008,8,Electronic Arts,0.81,0.46,0.04,0.15,1.46,83,70,7.7,263,EA DICE,T
Homefront,X360,2011,8,THQ,0.83,0.48,0.02,0.12,1.45,70,85,6,399,Kaos Studios,M
Red Dead Revolver,PS2,2004,8,Take-Two Interactive,0.71,0.55,0,0.19,1.45,73,42,7.8,70,Rockstar San Diego,M
The House of the Dead 2 & 3 Return,Wii,2008,8,Sega,0.77,0.49,0.03,0.15,1.44,,,,,,
BioShock,PS3,2008,8,Take-Two Interactive,0.75,0.46,0.01,0.2,1.42,94,51,8.7,881,"Digital Extremes, 2K Marin",M
Dead Space 2,PS3,2011,8,Electronic Arts,0.73,0.48,0,0.21,1.42,89,78,8.4,535,Visceral Games,M
Duke Nukem: Time to Kill,PS,1998,8,Take-Two Interactive,0.77,0.54,0,0.07,1.38,,,,,,
Deus Ex: Human Revolution,X360,2011,8,Square Enix,0.76,0.47,0.02,0.12,1.37,89,70,8.3,684,Eidos Montreal,M
Call of Duty: Black Ops,Wii,2010,8,Activision,0.8,0.45,0,0.12,1.37,80,25,5.8,87,Treyarch,M
Deus Ex: Human Revolution,PS3,2011,8,Square Enix,0.5,0.59,0.07,0.22,1.37,89,50,8.2,682,Eidos Montreal,M
Tom Clancy's Ghost Recon 2,XB,2004,8,Ubisoft,0.86,0.45,0,0.06,1.36,80,53,8.9,58,Red Storm Entertainment,T
Titanfall,X360,2014,8,Electronic Arts,0.87,0.34,0.02,0.13,1.36,83,21,5.9,371,Bluepoint Games,M
Gradius,NES,1986,8,Konami Digital Entertainment,0.27,0.08,1,0.01,1.36,,,,,,
Centipede,2600,1981,8,Atari,1.26,0.08,0,0.01,1.36,,,,,,
Dead to Rights,PS2,2002,8,Electronic Arts,0.67,0.52,0,0.17,1.36,73,20,8.9,36,Namco,M
Battlefield 4,PC,2013,8,Electronic Arts,0.39,0.87,0,0.1,1.35,81,52,6,3517,EA DICE,M
Gears of War 4,XOne,2016,8,Microsoft Game Studios,0.78,0.44,0,0.12,1.35,84,96,6.2,815,The Coalition,M
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,8,Ubisoft,0.66,0.44,0.04,0.21,1.34,81,32,7.9,93,Ubisoft Montreal,M
Doom 3,XB,2005,8,Activision,0.85,0.43,0,0.06,1.34,88,71,7.4,116,Vicarious Visions,M
Tom Clancy's Rainbow Six: Siege,XOne,2015,8,Ubisoft,0.77,0.45,0,0.12,1.34,74,24,6.9,252,Ubisoft Montreal,M
Lost Planet: Extreme Condition,X360,2006,8,Capcom,1.09,0.04,0.1,0.1,1.34,79,76,7.1,187,Capcom,T
Max Payne 2: The Fall of Max Payne,PS2,2003,8,Take-Two Interactive,0.65,0.51,0,0.17,1.34,73,27,8.2,63,Rockstar Vienna,M
Battlefield: Bad Company,PS3,2008,8,Electronic Arts,0.76,0.35,0.05,0.18,1.34,84,50,8.1,203,EA DICE,T
Metroid Prime 2: Echoes,GC,2004,8,Nintendo,0.87,0.35,0.07,0.04,1.33,92,60,8.8,279,Retro Studios,T
MAG: Massive Action Game,PS3,2010,8,Sony Computer Entertainment,0.77,0.29,0.09,0.16,1.31,,,,,,
Rage,PS3,2011,8,Bethesda Softworks,0.47,0.58,0.06,0.2,1.31,81,37,6.2,353,id Software,M
Turok: Evolution,PS2,2002,8,Acclaim Entertainment,0.64,0.5,0,0.17,1.31,61,20,7.3,27,Acclaim,M
Far Cry 4,PS3,2014,8,Ubisoft,0.34,0.68,0.08,0.19,1.29,,,7.3,113,Ubisoft Montreal,M
Transformers,PS2,2004,8,Atari,0.63,0.49,0,0.16,1.29,75,51,8.6,27,Melbourne House,T
Atlantis,2600,1981,8,Imagic,1.18,0.08,0,0.01,1.27,,,,,,
Hogan's Alley,NES,1984,8,Nintendo,0.68,0.16,0.41,0.02,1.27,,,,,,
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,8,Sony Computer Entertainment,0.94,0.16,0.02,0.13,1.25,63,64,6.9,223,Slant Six,M
Black,PS2,2006,8,Electronic Arts,1.01,0.04,0.03,0.16,1.25,79,62,8.4,194,Criterion Games,M
Tom Clancy's Rainbow Six: Vegas,PS3,2007,8,Ubisoft,0.47,0.53,0.03,0.22,1.25,86,32,7.6,81,Ubisoft Montreal,M
Ratchet: Deadlocked,PS2,2005,8,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,81,51,8.9,155,Insomniac Games,T
Max Payne,XB,2001,8,Take-Two Interactive,0.98,0.19,0,0.05,1.22,89,24,8.3,61,neo Software,M
Call of Duty: Finest Hour,XB,2004,8,Activision,0.78,0.4,0,0.04,1.21,73,55,7.8,22,Spark Unlimited,T
Star Wars: Battlefront II,PSP,2005,8,LucasArts,1.05,0.05,0.01,0.1,1.21,69,22,8.5,111,Savage Entertainment,T
Medal of Honor: Airborne,PS3,2007,8,Electronic Arts,0.25,0.69,0.03,0.25,1.21,75,16,7.6,39,Electronic Arts,T
Battlefield: Hardline,XOne,2015,8,Electronic Arts,0.72,0.37,0.01,0.11,1.21,71,27,5.1,299,Visceral Games,M
SolarStriker,GB,1989,8,Nintendo,0.4,0.39,0.36,0.04,1.2,,,,,,
TwinBee,NES,1986,8,Konami Digital Entertainment,0,0,1.2,0,1.2,,,,,,
Destiny: The Taken King,XOne,2015,8,Activision,0.85,0.23,0,0.12,1.19,89,11,5.2,393,"Bungie Software, Bungie",T
Gun,PS2,2005,8,Activision,0.98,0.04,0,0.16,1.17,77,43,8.7,70,Neversoft Entertainment,M
Medal of Honor: Rising Sun,XB,2003,8,Electronic Arts,0.76,0.36,0,0.05,1.17,65,23,5.8,28,EA LA,T
Army of Two,PS3,2008,8,Electronic Arts,0.74,0.26,0.02,0.15,1.17,74,43,7.3,118,EA Montreal,M
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,8,Ubisoft,0.57,0.44,0,0.15,1.16,70,31,6.3,24,Red Storm Entertainment,T
Jet Force Gemini,N64,1999,8,Nintendo,0.78,0.28,0.07,0.02,1.16,,,,,,
Sniper: Ghost Warrior,X360,2010,8,City Interactive,0.54,0.5,0,0.12,1.16,45,39,5.8,89,City Interactive,M
Medal of Honor Heroes 2,PSP,2007,8,Electronic Arts,0.5,0.39,0.02,0.25,1.15,69,20,7.3,30,EA LA,T
Bad Boys: Miami Takedown,PS2,2004,8,Empire Interactive,0.56,0.44,0,0.15,1.15,43,5,3.4,13,Blitz Games,M
Call of Duty 4: Modern Warfare,PC,2007,8,Activision,0,1.12,0,0.03,1.15,92,40,8.5,2360,Infinity Ward,M
Asteroids,PS,1998,8,Success,0.64,0.43,0,0.07,1.15,,,,,,
South Park,N64,1998,8,Acclaim Entertainment,0.9,0.23,0,0.02,1.14,,,,,,
Sunset Overdrive,XOne,2014,8,Microsoft Game Studios,0.63,0.4,0,0.1,1.14,81,89,7.7,1137,Insomniac Games,M
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,8,Ubisoft,0.99,0.12,0,0.02,1.13,84,55,8.6,14,Ubisoft Montreal,M
Alien: Isolation,PS4,2014,8,Sega,0.34,0.57,0.04,0.17,1.13,79,50,8.1,795,Creative Assembly,M
Moon Patrol,2600,1982,8,Atari,1.05,0.06,0,0.01,1.12,,,,,,
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,8,Sony Computer Entertainment,1.03,0,0.01,0.08,1.12,82,44,8.6,63,Zipper Interactive,M
Call Of Duty 2: Big Red One,XB,2005,8,Activision,0.66,0.4,0,0.05,1.12,78,46,5.1,27,Treyarch,T
Crackdown 2,X360,2010,8,Microsoft Game Studios,0.63,0.36,0.02,0.1,1.12,70,91,6,202,Ruffian Games,M
Counter-Strike,XB,2003,8,Microsoft Game Studios,0.85,0.23,0,0.04,1.11,74,38,7.6,51,Valve Software,M
Megamania,2600,1981,8,Activision,1.03,0.06,0,0.01,1.1,,,,,,
Medal of Honor: Airborne,X360,2007,8,Electronic Arts,0.45,0.52,0.01,0.12,1.1,73,54,6.7,77,Electronic Arts,T
NERF N-Strike,Wii,2008,8,Electronic Arts,0.91,0.09,0,0.09,1.09,66,13,4.4,7,"EA Redwood Shores, EA Salt Lake",E10+
Star Wars: Bounty Hunter,PS2,2002,8,LucasArts,0.53,0.42,0,0.14,1.09,65,32,8.3,33,LucasArts,T
Tom Clancy's Ghost Recon 2,PS2,2004,8,Ubisoft,0.64,0.34,0,0.1,1.08,58,21,6,19,Ubisoft Shanghai/Paris,T
Star Fox: Assault,GC,2005,8,Nintendo,0.68,0.18,0.19,0.03,1.08,67,59,8.1,106,Namco,T
Plants vs. Zombies: Garden Warfare,X360,2014,8,Electronic Arts,0.51,0.47,0,0.09,1.08,69,6,7.3,121,PopCap,E10+
Call of Duty 3,PS2,2006,8,Activision,0.89,0.03,0,0.15,1.07,82,14,7.4,83,Treyarch,T
The Orange Box,PS3,2007,8,Electronic Arts,0.28,0.58,0,0.21,1.06,89,21,8.4,188,EA Games,M
Overwatch,XOne,2016,8,Activision,0.63,0.33,0,0.1,1.06,91,18,5.6,668,Blizzard Entertainment,T
Aliens vs Predator,X360,2010,8,Sega,0.55,0.4,0,0.11,1.06,64,64,7.3,247,Rebellion,M
Mercenaries 2: World in Flames,X360,2008,8,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72,69,7.2,152,Pandemic Studios,T
Call of Duty 4: Modern Warfare,DS,2007,8,Activision,0.95,0.01,0.01,0.08,1.05,75,22,6.9,36,n-Space,T
Cosmic Ark,2600,1981,8,Imagic,0.99,0.05,0,0.01,1.05,,,,,,
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,8,Sony Computer Entertainment,0.81,0.11,0,0.13,1.05,81,31,9,36,Zipper Interactive,T
Aliens vs Predator,PS3,2010,8,Sega,0.41,0.46,0,0.18,1.04,65,57,7.3,168,Rebellion,M
Brink,X360,2011,8,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,68,85,5.8,404,Splash Damage,T
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,8,Ubisoft,0.34,0.48,0.02,0.19,1.03,84,29,8.1,41,"Red Storm Entertainment, Ubisoft Paris",T
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,8,Ubisoft,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89,"Red Storm Entertainment, Ubisoft Paris",T
Bulletstorm,X360,2011,8,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84,83,7.6,439,"Epic Games, People Can Fly",M
NERF N-Strike Elite,Wii,2009,8,Electronic Arts,0.93,0,0,0.07,1,67,12,4.5,6,EA Salt Lake,E10+
1942,NES,1985,8,Capcom,0.65,0.14,0.21,0,1,,,,,,
Haze,PS3,2008,8,Ubisoft,0.49,0.33,0.02,0.15,0.99,55,65,6.5,294,Free Radical Design,M
Air-Sea Battle,2600,N/A,8,Atari,0.91,0.06,0,0.01,0.98,,,,,,
Medal of Honor: Underground,PS,2000,8,Electronic Arts,0.54,0.37,0,0.06,0.97,86,16,9,44,Dreamworks Interactive,T
Far Cry 3,PC,2012,8,Ubisoft,0.22,0.62,0,0.12,0.96,88,43,8.2,3183,Ubisoft Montreal,M
Evolve,PS4,2015,8,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,76,46,4.3,894,Turtle Rock Studios,M
Star Soldier,NES,1986,8,Hudson Soft,0.32,0.06,0.57,0.01,0.96,,,,,,
Sniper Elite V2,PS3,2012,8,505 Games,0.38,0.38,0.06,0.14,0.96,70,21,6.9,92,Rebellion,M
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,8,Ubisoft,0.41,0.32,0.09,0.12,0.95,79,18,6.9,156,Ubisoft Paris,M
Army of Two: The 40th Day,X360,2010,8,Electronic Arts,0.62,0.24,0,0.09,0.95,73,79,7.3,126,EA Montreal,M
Lost Planet 2,PS3,2010,8,Capcom,0.29,0.33,0.2,0.13,0.95,68,56,6.9,62,Capcom,T
Killzone,PS2,2004,8,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94,70,67,7.4,254,Guerrilla,M
Star Fox 64 3D,3DS,2011,8,Nintendo,0.48,0.27,0.13,0.06,0.94,81,65,8.2,231,Nintendo,E10+
Destroy All Humans!,PS2,2005,8,THQ,0.78,0.03,0,0.13,0.94,,,,,,
Operation Flashpoint: Dragon Rising,X360,2009,8,Codemasters,0.36,0.45,0.02,0.1,0.93,77,47,7.8,112,Codemasters,M
Brothers in Arms: Hell's Highway,PS3,2008,8,Ubisoft,0.44,0.34,0,0.15,0.93,76,48,8,70,Gearbox Software,M
Borderlands 2,PC,2012,8,Take-Two Interactive,0.42,0.41,0,0.1,0.93,89,38,8.2,2482,Gearbox Software,M
Operation Flashpoint: Dragon Rising,PS3,2009,8,Codemasters,0.23,0.46,0.05,0.17,0.91,76,42,6.5,53,Codemasters,M
Crysis 3,X360,2013,8,Electronic Arts,0.51,0.31,0.01,0.08,0.9,76,45,6.7,344,Crytek,M
Far Cry 4,X360,2014,8,Ubisoft,0.45,0.37,0,0.08,0.9,,,7,109,Ubisoft Montreal,M
Homefront,PS3,2011,8,THQ,0.32,0.39,0.04,0.15,0.9,70,60,5.7,174,Kaos Studios,M
James Bond 007: Agent Under Fire,XB,2002,8,Electronic Arts,0.65,0.22,0,0.03,0.9,71,16,7.5,15,Electronic Arts,T
SOCOM 4: U.S. Navy SEALs,PS3,2011,8,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89,67,64,6.3,121,Zipper Interactive,M
Killzone: Liberation,PSP,2006,8,Sony Computer Entertainment,0.44,0.27,0,0.18,0.89,77,56,8.3,80,Guerrilla,T
Resistance: Retribution,PSP,2009,8,Sony Computer Entertainment,0.27,0.35,0.05,0.21,0.89,81,67,8.1,84,Sony Bend,M
Call of Duty: World at War,DS,2008,8,Activision,0.56,0.25,0,0.08,0.89,75,12,7.8,20,n-Space,T
Call of Duty: Modern Warfare 2,PC,2009,8,Activision,0.01,0.79,0,0.09,0.88,86,40,4.2,6430,Infinity Ward,M
Call of Juarez: Bound in Blood,PS3,2009,8,Ubisoft,0.35,0.37,0.01,0.15,0.88,78,47,7.8,91,Techland,M
Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,8,CTO SpA,0.49,0.33,0,0.06,0.88,,,,,,
Borderlands: The Handsome Collection,PS4,2015,8,Take-Two Interactive,0.38,0.33,0.03,0.14,0.88,82,49,7.8,345,Gearbox Software,M
Spec Ops: Ranger Elite,PS,2001,8,TalonSoft,0.49,0.33,0,0.06,0.87,48,4,6.6,16,Runecraft,T
Tom Clancy's Ghost Recon: Island Thunder,XB,2003,8,Ubisoft,0.61,0.24,0,0.03,0.87,81,33,8.8,17,Red Storm Entertainment,M
Red Faction: Guerrilla,X360,2009,8,THQ,0.48,0.29,0.01,0.09,0.87,85,84,8.1,237,Volition Inc.,M
Conflict: Desert Storm,XB,2002,8,SCi,0.48,0.37,0,0.02,0.87,65,14,8.1,17,SCi,T
Brothers in Arms: Hell's Highway,X360,2008,8,Ubisoft,0.47,0.3,0,0.09,0.87,76,65,8.3,149,Gearbox Software,M
Crysis 3,PS3,2013,8,Electronic Arts,0.26,0.42,0.03,0.16,0.87,77,23,6.3,288,Crytek,M
Mercenaries 2: World in Flames,PS3,2008,8,Electronic Arts,0.29,0.39,0.02,0.16,0.87,72,43,7.1,73,Pandemic Studios,T
The House of the Dead: Overkill,Wii,2009,8,Sega,0.44,0.3,0.02,0.09,0.85,78,65,8.7,95,Headstrong Games,M
Army of Two: The 40th Day,PS3,2010,8,Electronic Arts,0.44,0.27,0.01,0.12,0.85,74,56,7,88,EA Montreal,M
Sniper Elite V2,X360,2012,8,505 Games,0.46,0.28,0.02,0.07,0.84,67,37,6.8,131,Rebellion,M
Time Crisis 4,PS3,2007,8,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,60,52,7.4,21,Nex Entertainment,T
Duke Nukem Forever,X360,2011,8,Take-Two Interactive,0.52,0.25,0,0.07,0.83,49,76,4.4,456,"Gearbox Software, 3D Realms",M
Brute Force,XB,2003,8,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83,77,45,7.8,49,Digital Anvil,M
Call of Duty: Modern Warfare 3,Wii,2011,8,Activision,0.55,0.2,0,0.08,0.82,70,16,1.8,442,"Treyarch, Sledgehammer Games",M
James Bond 007: Nightfire,XB,2002,8,Electronic Arts,0.58,0.22,0,0.03,0.82,78,30,7.8,25,Eurocom Entertainment Software,T
Stranglehold,X360,2007,8,Midway Games,0.4,0.33,0.01,0.09,0.82,77,59,7.6,91,Midway,M
Tom Clancy's Rainbow Six 3,PS2,2004,8,Ubisoft,0.4,0.31,0,0.1,0.81,70,34,8.2,17,Ubisoft Shanghai,M
Hitman: Contracts,PS2,2004,8,Eidos Interactive,0.39,0.31,0,0.1,0.8,80,39,8.3,43,Io Interactive,M
Killzone: Mercenary,PSV,2013,8,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17,0.8,78,86,8.9,513,Guerilla Cambridge,M
Sniper: Ghost Warrior,PS3,2011,8,City Interactive,0.27,0.34,0.04,0.13,0.79,53,17,6,34,City Interactive,M
Yars' Revenge,2600,1982,8,Atari,0.73,0.04,0,0.01,0.78,,,,,,
Doom,PS,1994,8,Infogrames,0.43,0.3,0,0.05,0.78,,,,,,
James Bond 007: Nightfire,GC,2002,8,Electronic Arts,0.6,0.16,0,0.02,0.78,80,17,8.6,46,Eurocom Entertainment Software,T
Goldeneye 007: Reloaded,PS3,2011,8,Activision,0.33,0.33,0,0.12,0.78,72,38,6.3,52,Eurocom Entertainment Software,T
Galaxian,2600,1982,8,Atari,0.72,0.05,0,0.01,0.77,,,,,,
Aliens: Colonial Marines,X360,2013,8,Sega,0.36,0.34,0,0.07,0.77,48,47,3.8,449,Gearbox Software,M
Perfect Dark Zero,X360,2005,8,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81,75,7.3,229,Rare Ltd.,M
Ghost Squad,Wii,2007,8,Sega,0.42,0.21,0.08,0.07,0.77,69,42,7.5,31,"Artificial Mind and Movement, Polygon Magic",T
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,8,SCi,0.38,0.29,0,0.1,0.77,,,,,,
Metroid Prime Hunters,DS,2006,8,Nintendo,0.57,0.04,0.11,0.06,0.76,85,54,8,188,Nintendo,T
Star Wars Battlefront: Elite Squadron,PSP,2009,8,LucasArts,0.38,0.23,0,0.15,0.76,63,25,8,41,Savage Entertainment,T
Doom (2016),XOne,2016,8,Bethesda Softworks,0.44,0.25,0,0.07,0.76,,,,,,
Syphon Filter: The Omega Strain,PS2,2004,8,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76,65,47,6.9,30,Sony Bend,M
Portal 2,PC,2011,8,Valve Software,0.33,0.32,0,0.1,0.76,95,52,8.8,5999,Valve Software,E10+
Duke Nukem Forever,PS3,2011,8,Take-Two Interactive,0.33,0.31,0,0.12,0.76,51,48,4.9,278,"Gearbox Software, 3D Realms",M
Lost Planet 2,X360,2010,8,Capcom,0.38,0.23,0.08,0.06,0.76,,,,,,
Kane & Lynch: Dead Men,X360,2007,8,Eidos Interactive,0.36,0.31,0.01,0.08,0.76,,,,,,
Titanfall 2,PS4,2016,8,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89,56,8.4,704,Respawn Entertainment,M
Zone of the Enders,PS2,2001,8,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,78,21,7.4,49,KCEJ,M
Kane & Lynch: Dead Men,PS3,2007,8,Eidos Interactive,0.29,0.32,0.01,0.13,0.75,,,,,,
Coded Arms,PSP,2005,8,Konami Digital Entertainment,0.28,0.29,0,0.17,0.75,59,42,6.5,61,Konami,T
Tom Clancy's Rainbow Six: Vegas,PSP,2007,8,Ubisoft,0.42,0.19,0,0.13,0.74,60,20,7.1,31,Ubisoft Montreal,T
Red Faction: Guerrilla,PS3,2009,8,THQ,0.33,0.27,0.02,0.12,0.74,85,56,8.1,136,Volition Inc.,M
Unreal Championship,XB,2002,8,Atari,0.59,0.12,0,0.03,0.74,83,29,8.2,24,Digital Extremes,M
Berzerk,2600,1981,8,Atari,0.68,0.04,0,0.01,0.73,,,,,,
Brink,PS3,2011,8,Bethesda Softworks,0.29,0.32,0.01,0.12,0.73,72,39,5.8,168,Splash Damage,T
James Bond 007: Agent Under Fire,GC,2002,8,Electronic Arts,0.56,0.15,0,0.02,0.72,74,16,6.8,25,Electronic Arts,T
Area 51,PS,1996,8,GT Interactive,0.4,0.27,0,0.05,0.72,,,,,,
Dead to Rights,XB,2002,8,Electronic Arts,0.53,0.17,0,0.03,0.72,73,39,8.9,16,Namco,M
Borderlands: The Pre-Sequel,X360,2014,8,Take-Two Interactive,0.46,0.19,0.01,0.07,0.72,74,16,6.4,161,2K Australia,M
Battlefield: Bad Company 2,PC,2010,8,Electronic Arts,0.19,0.53,0,0,0.72,87,46,8.3,1467,EA DICE,M
Crysis,PC,2007,8,Electronic Arts,0,0.69,0,0.02,0.71,91,56,8,1970,Crytek,M
South Park,PS,1998,8,Acclaim Entertainment,0.39,0.27,0,0.05,0.71,,,,,,
Doom 3: Resurrection of Evil,XB,2005,8,Activision,0.53,0.15,0,0.03,0.71,77,41,7.9,16,"id Software, Nerve Software",M
Kill.Switch,PS2,2003,8,Sony Computer Entertainment,0.34,0.27,0,0.09,0.7,73,33,8.3,19,Namco,T
Call of Duty: Ghosts,PC,2013,8,Activision,0.23,0.41,0,0.05,0.7,,,,,,
TimeSplitters 2,PS2,2002,8,Eidos Interactive,0.34,0.27,0,0.09,0.7,90,33,8.8,127,Free Radical Design,T
James Bond 007: Blood Stone,PS3,2010,8,Activision,0.18,0.36,0.02,0.13,0.7,65,49,7.4,45,Bizarre Creations,T
Halo 2 Multiplayer Map Pack,XB,2005,8,Microsoft Game Studios,0.54,0.13,0,0.02,0.69,89,37,7.4,34,Bungie Software,M
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS3,2009,8,Activision,0.28,0.3,0,0.12,0.69,,,,,,
Plants vs. Zombies: Garden Warfare,XOne,2014,8,Electronic Arts,0.39,0.23,0,0.06,0.69,76,65,7.4,438,PopCap,E10+
Sniper Elite 3,PS4,2014,8,505 Games,0.24,0.34,0,0.11,0.68,67,41,7.1,178,Rebellion,M
Wolfenstein: The New Order,XOne,2014,8,Bethesda Softworks,0.34,0.28,0,0.06,0.68,79,18,7.8,397,MachineGames,M
Return to Castle Wolfenstein: Tides of War,XB,2003,8,Activision,0.49,0.16,0,0.02,0.67,84,38,8.8,33,Nerve Software,M
Contra: Legacy of War,PS,1996,8,Konami Digital Entertainment,0.37,0.25,0,0.04,0.67,,,,,,
Star Wars: Republic Commando,XB,2005,8,Activision,0.48,0.17,0,0.02,0.67,78,54,8.9,89,LucasArts,T
Red Steel,Wii,2006,8,Ubisoft,0.54,0.03,0.04,0.05,0.67,63,54,6.8,121,Ubisoft Paris,T
Unreal Tournament III,PS3,2007,8,Midway Games,0.33,0.23,0,0.1,0.67,86,42,7.7,127,Epic Games,M
The Darkness,PS3,2007,8,Take-Two Interactive,0.2,0.33,0,0.13,0.66,80,35,7.7,107,Starbreeze,M
BioShock Infinite,PC,2013,8,Take-Two Interactive,0.29,0.3,0,0.07,0.66,94,68,8.5,7322,Irrational Games,M
Plants vs. Zombies: Garden Warfare,PS3,2014,8,Electronic Arts,0.22,0.32,0.01,0.11,0.66,,,7.8,24,PopCap,E10+
Brothers In Arms: Road to Hill 30,XB,2005,8,Ubisoft,0.49,0.14,0,0.02,0.66,88,64,8,69,Gearbox Software,M
Ratchet & Clank: Into the Nexus,PS3,2013,8,Sony Computer Entertainment,0.3,0.25,0,0.1,0.65,,,,,,
Centipede,PS,1998,8,Atari,0.36,0.25,0,0.04,0.65,,,,,,
Borderlands 2,PSV,2014,8,Take-Two Interactive,0.32,0.16,0.01,0.15,0.64,64,31,7.6,358,Iron Galaxy Studios,M
Max Payne 2: The Fall of Max Payne,XB,2003,8,Take-Two Interactive,0.47,0.15,0,0.02,0.64,84,34,8.4,49,Remedy Entertainment,M
GoldenEye: Rogue Agent,PS2,2004,8,Electronic Arts,0.54,0.02,0,0.09,0.64,60,38,7,32,EA LA,T
James Bond 007: Everything or Nothing,XB,2004,8,Electronic Arts,0.43,0.19,0,0.02,0.64,83,51,7.4,27,EA Redwood Shores,T
Tom Clancy's Rainbow Six,N64,1999,8,Red Storm Entertainment,0.48,0.15,0,0.01,0.64,,,,,,
TimeSplitters 2,XB,2002,8,Eidos Interactive,0.29,0.33,0,0.01,0.64,88,20,7.7,34,Free Radical Design,T
Evolve,XOne,2015,8,Take-Two Interactive,0.37,0.2,0,0.06,0.64,74,31,5.1,336,Turtle Rock Studios,M
Lost Planet: Extreme Condition,PS3,2008,8,Capcom,0.31,0.17,0.07,0.08,0.64,67,34,7,36,Capcom,T
Far Cry 4,PC,2014,8,Ubisoft,0.15,0.44,0,0.04,0.63,80,17,6.7,1064,Ubisoft Montreal,M
Wolfenstein,PS3,2009,8,Activision,0.25,0.27,0,0.11,0.63,71,58,7.4,77,"id Software, Raven Software",M
The Walking Dead: Survival Instinct,X360,2013,8,Activision,0.46,0.11,0,0.05,0.63,32,30,4,410,Terminal Reality,M
Crysis 3,PC,2013,8,Electronic Arts,0.17,0.39,0,0.07,0.63,76,47,6.5,1223,Crytek,M
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,8,Activision,0.34,0.23,0,0.06,0.63,,,,,,
Virtua Cop,SAT,1995,8,Sega,0,0,0.62,0,0.62,,,,,,
Battlezone,2600,1982,8,Atari,0.58,0.03,0,0.01,0.62,,,,,,
Red Steel 2,Wii,2010,8,Ubisoft,0.35,0.2,0.01,0.06,0.62,80,73,8.6,178,Ubisoft Paris,T
